source,north,east,west,south,ne,all_india,total_generation,%_north,%_east,%_west,%_south,%_ne,gen_x-1,gen_x-7,gen_x-30,ma_x-7,ma_x-30,date,date,year,month,day,dayofweek,is_weekend
Nuclear,32.0,0.0,10.0,35.0,0.0,78,77.0,41.02564102564102,0.0,12.82051282051282,44.871794871794876,0.0,142.0,162.0,3382.0,1425.142857142857,1072.7666666666667,2017-09-29,2017-09-29,2017,9,29,4,0
Hydro,244.0,100.0,21.0,87.0,24.0,476,476.0,51.26050420168067,21.008403361344538,4.411764705882353,18.277310924369747,5.042016806722689,78.0,3502.0,191.0,992.8571428571429,1082.2666666666667,2017-09-29,2017-09-29,2017,9,29,4,0
Thermal (Coal & Lignite),575.0,357.0,1105.0,459.0,4.0,2499,2500.0,23.00920368147259,14.285714285714285,44.21768707482993,18.367346938775512,0.1600640256102441,476.0,70.0,111.0,1339.857142857143,1161.8666666666666,2017-09-29,2017-09-29,2017,9,29,4,0
Hydro,237.0,102.0,19.0,74.0,28.0,460,460.0,51.52173913043478,22.17391304347826,4.130434782608695,16.08695652173913,6.086956521739131,2499.0,2578.0,122.0,1037.2857142857142,1173.1333333333334,2017-09-30,2017-09-30,2017,9,30,5,1
Total,903.0,446.0,1173.0,705.0,55.0,3281,3282.0,27.522096921670226,13.593416641267906,35.751295336787564,21.48735141725084,1.676318195672051,460.0,3401.0,186.0,1020.1428571428571,1276.3,2017-09-30,2017-09-30,2017,9,30,5,1
"RES (Wind, Solar, Biomass & Others)",23.0,1.0,38.0,131.0,0.0,192,193.0,11.979166666666668,0.5208333333333333,19.791666666666664,68.22916666666666,0.0,3281.0,205.0,3478.0,1018.2857142857143,1166.7666666666667,2017-09-30,2017-09-30,2017,9,30,5,1
"Gas, Naptha & Diesel",34.0,0.0,53.0,14.0,23.0,124,124.0,27.419354838709676,0.0,42.74193548387097,11.29032258064516,18.548387096774192,192.0,142.0,82.0,1015.7142857142857,1168.1666666666667,2017-09-30,2017-09-30,2017,9,30,5,1
Thermal (Coal & Lignite),578.0,343.0,1047.0,450.0,3.0,2421,2421.0,23.874432052870713,14.16769929781082,43.246592317224284,18.587360594795538,0.12391573729863693,124.0,78.0,2559.0,1350.4285714285713,1163.5666666666666,2017-09-30,2017-09-30,2017,9,30,5,1
Nuclear,32.0,0.0,15.0,36.0,0.0,83,83.0,38.55421686746988,0.0,18.072289156626507,43.373493975903614,0.0,2421.0,476.0,529.0,1294.2857142857142,1148.7,2017-09-30,2017-09-30,2017,9,30,5,1
Thermal (Coal & Lignite),565.0,326.0,1055.0,438.0,3.0,2387,2387.0,23.669878508588184,13.65731043150398,44.197737746124844,18.34939254294093,0.12568077084206117,83.0,2499.0,79.0,1278.2857142857142,1225.6333333333334,2017-10-01,2017-10-01,2017,10,1,6,1
"Gas, Naptha & Diesel",32.0,0.0,53.0,18.0,24.0,127,127.0,25.196850393700785,0.0,41.732283464566926,14.173228346456693,18.89763779527559,2387.0,460.0,2626.0,1230.7142857142858,1142.3333333333333,2017-10-01,2017-10-01,2017,10,1,6,1
Total,879.0,426.0,1183.0,680.0,56.0,3223,3224.0,27.27272727272727,13.217499224325163,36.70493329196401,21.09835556934533,1.7375116351225566,127.0,3281.0,502.0,1222.4285714285713,1233.0333333333333,2017-10-01,2017-10-01,2017,10,1,6,1
"RES (Wind, Solar, Biomass & Others)",25.0,1.0,44.0,135.0,0.0,205,205.0,12.195121951219512,0.4878048780487805,21.463414634146343,65.85365853658537,0.0,3223.0,192.0,142.0,1224.2857142857142,1235.1333333333334,2017-10-01,2017-10-01,2017,10,1,6,1
Hydro,223.0,100.0,15.0,53.0,29.0,420,420.0,53.095238095238095,23.809523809523807,3.571428571428571,12.619047619047619,6.904761904761905,205.0,124.0,3526.0,1266.5714285714287,1131.6,2017-10-01,2017-10-01,2017,10,1,6,1
Nuclear,33.0,0.0,15.0,36.0,0.0,83,84.0,39.75903614457831,0.0,18.072289156626507,43.373493975903614,0.0,420.0,2421.0,176.0,932.5714285714286,1128.5,2017-10-01,2017-10-01,2017,10,1,6,1
Nuclear,33.0,0.0,16.0,36.0,0.0,84,85.0,39.285714285714285,0.0,19.047619047619047,42.857142857142854,0.0,83.0,83.0,73.0,932.7142857142857,1128.8666666666666,2017-10-02,2017-10-02,2017,10,2,0,0
"Gas, Naptha & Diesel",33.0,0.0,56.0,18.0,25.0,132,132.0,25.0,0.0,42.42424242424242,13.636363636363635,18.939393939393938,84.0,2387.0,144.0,610.5714285714286,1128.4666666666667,2017-10-02,2017-10-02,2017,10,2,0,0
"RES (Wind, Solar, Biomass & Others)",24.0,1.0,36.0,131.0,0.0,191,192.0,12.56544502617801,0.5235602094240838,18.848167539267017,68.58638743455498,0.0,132.0,127.0,189.0,619.7142857142857,1128.5333333333333,2017-10-02,2017-10-02,2017,10,2,0,0
Thermal (Coal & Lignite),580.0,323.0,1094.0,434.0,5.0,2435,2436.0,23.81930184804928,13.264887063655031,44.92813141683778,17.82340862422998,0.20533880903490762,191.0,3223.0,2623.0,507.14285714285717,1122.2666666666667,2017-10-02,2017-10-02,2017,10,2,0,0
Total,893.0,424.0,1224.0,676.0,56.0,3274,3273.0,27.275503970678074,12.950519242516801,37.38546120952962,20.64752596212584,1.7104459376908978,2435.0,205.0,3522.0,945.5714285714286,1114.0,2017-10-02,2017-10-02,2017,10,2,0,0
Hydro,224.0,100.0,22.0,57.0,27.0,431,430.0,51.972157772621806,23.201856148491878,5.104408352668213,13.225058004640372,6.2645011600928076,3274.0,420.0,494.0,947.1428571428571,1111.9,2017-10-02,2017-10-02,2017,10,2,0,0
"RES (Wind, Solar, Biomass & Others)",17.0,1.0,33.0,126.0,0.0,177,177.0,9.6045197740113,0.5649717514124294,18.64406779661017,71.1864406779661,0.0,431.0,83.0,483.0,960.5714285714286,1101.7,2017-10-03,2017-10-03,2017,10,3,1,0
Total,908.0,450.0,1259.0,752.0,55.0,3423,3424.0,26.526438796377445,13.146362839614373,36.78060181127666,21.9690330119778,1.6067776803973124,177.0,84.0,208.0,1437.5714285714287,1208.8666666666666,2017-10-03,2017-10-03,2017,10,3,1,0
Nuclear,33.0,0.0,16.0,37.0,0.0,86,86.0,38.372093023255815,0.0,18.6046511627907,43.02325581395349,0.0,3423.0,132.0,162.0,1431.0,1206.3333333333333,2017-10-03,2017-10-03,2017,10,3,1,0
Hydro,218.0,111.0,40.0,76.0,27.0,471,472.0,46.28450106157113,23.56687898089172,8.492569002123142,16.13588110403397,5.7324840764331215,86.0,191.0,3502.0,1471.0,1105.3,2017-10-03,2017-10-03,2017,10,3,1,0
Thermal (Coal & Lignite),598.0,338.0,1104.0,495.0,4.0,2539,2539.0,23.552579755809376,13.312327688066167,43.48168570303269,19.495864513588028,0.15754233950374164,471.0,2435.0,70.0,1485.857142857143,1187.6,2017-10-03,2017-10-03,2017,10,3,1,0
"Gas, Naptha & Diesel",43.0,0.0,66.0,17.0,24.0,150,150.0,28.666666666666668,0.0,44.0,11.333333333333332,16.0,2539.0,3274.0,2578.0,1039.5714285714287,1106.6666666666667,2017-10-03,2017-10-03,2017,10,3,1,0
Thermal (Coal & Lignite),606.0,339.0,1114.0,521.0,5.0,2585,2585.0,23.44294003868472,13.11411992263056,43.09477756286267,20.15473887814313,0.19342359767891684,150.0,431.0,3401.0,1347.2857142857142,1079.4666666666667,2017-10-04,2017-10-04,2017,10,4,2,0
Hydro,217.0,108.0,47.0,85.0,26.0,482,483.0,45.02074688796681,22.40663900414938,9.751037344398341,17.634854771784234,5.394190871369295,2585.0,177.0,205.0,1390.857142857143,1088.7,2017-10-04,2017-10-04,2017,10,4,2,0
"RES (Wind, Solar, Biomass & Others)",16.0,1.0,38.0,112.0,0.0,168,167.0,9.523809523809524,0.5952380952380952,22.61904761904762,66.66666666666666,0.0,482.0,3423.0,142.0,925.8571428571429,1089.5666666666666,2017-10-04,2017-10-04,2017,10,4,2,0
Nuclear,32.0,0.0,16.0,39.0,0.0,87,87.0,36.7816091954023,0.0,18.39080459770115,44.827586206896555,0.0,168.0,86.0,78.0,926.0,1089.8666666666666,2017-10-04,2017-10-04,2017,10,4,2,0
Total,936.0,447.0,1287.0,775.0,55.0,3501,3500.0,26.735218508997427,12.767780634104541,36.760925449871465,22.136532419308768,1.570979720079977,87.0,471.0,476.0,1358.857142857143,1190.7,2017-10-04,2017-10-04,2017,10,4,2,0
"Gas, Naptha & Diesel",64.0,0.0,72.0,18.0,25.0,179,179.0,35.754189944134076,0.0,40.22346368715084,10.05586592178771,13.966480446927374,3501.0,2539.0,2499.0,1021.7142857142857,1113.3666666666666,2017-10-04,2017-10-04,2017,10,4,2,0
"RES (Wind, Solar, Biomass & Others)",14.0,1.0,47.0,85.0,0.0,148,147.0,9.45945945945946,0.6756756756756757,31.756756756756754,57.432432432432435,0.0,179.0,150.0,460.0,1021.4285714285714,1102.9666666666667,2017-10-05,2017-10-05,2017,10,5,3,0
Nuclear,33.0,0.0,16.0,40.0,0.0,90,89.0,36.666666666666664,0.0,17.77777777777778,44.44444444444444,0.0,148.0,2585.0,3281.0,665.0,996.6,2017-10-05,2017-10-05,2017,10,5,3,0
Thermal (Coal & Lignite),632.0,339.0,1136.0,551.0,5.0,2663,2663.0,23.732632369508075,12.730003755163349,42.658655651520846,20.690950056327452,0.1877581674802854,90.0,482.0,192.0,976.5714285714286,1078.9666666666667,2017-10-05,2017-10-05,2017,10,5,3,0
Hydro,211.0,105.0,36.0,79.0,25.0,457,456.0,46.17067833698031,22.975929978118163,7.87746170678337,17.286652078774615,5.470459518599562,2663.0,168.0,124.0,1017.8571428571429,1090.0666666666666,2017-10-05,2017-10-05,2017,10,5,3,0
Total,957.0,445.0,1304.0,773.0,56.0,3535,3535.0,27.072135785007074,12.588401697312587,36.88826025459689,21.867043847241867,1.5841584158415842,457.0,87.0,2421.0,1510.4285714285713,1127.2,2017-10-05,2017-10-05,2017,10,5,3,0
"Gas, Naptha & Diesel",67.0,0.0,70.0,17.0,25.0,178,179.0,37.640449438202246,0.0,39.325842696629216,9.550561797752808,14.04494382022472,3535.0,3501.0,83.0,1035.7142857142858,1130.3666666666666,2017-10-05,2017-10-05,2017,10,5,3,0
Thermal (Coal & Lignite),624.0,350.0,1127.0,545.0,5.0,2651,2651.0,23.538287438702376,13.202565069784985,42.51225952470766,20.55827989437948,0.18860807242549982,178.0,179.0,2387.0,1388.857142857143,1139.1666666666667,2017-10-06,2017-10-06,2017,10,6,4,0
Hydro,208.0,95.0,33.0,70.0,24.0,430,430.0,48.372093023255815,22.093023255813954,7.674418604651163,16.27906976744186,5.5813953488372094,2651.0,148.0,127.0,1429.142857142857,1149.2666666666667,2017-10-06,2017-10-06,2017,10,6,4,0
Nuclear,33.0,0.0,15.0,41.0,0.0,89,89.0,37.07865168539326,0.0,16.853932584269664,46.06741573033708,0.0,430.0,90.0,3223.0,1429.0,1044.8,2017-10-06,2017-10-06,2017,10,6,4,0
"Gas, Naptha & Diesel",66.0,0.0,64.0,17.0,26.0,172,173.0,38.372093023255815,0.0,37.2093023255814,9.883720930232558,15.11627906976744,89.0,2663.0,205.0,1073.142857142857,1043.7,2017-10-06,2017-10-06,2017,10,6,4,0
"RES (Wind, Solar, Biomass & Others)",13.0,1.0,57.0,108.0,0.0,178,179.0,7.303370786516854,0.5617977528089888,32.02247191011236,60.67415730337079,0.0,172.0,457.0,420.0,1033.2857142857142,1035.6333333333334,2017-10-06,2017-10-06,2017,10,6,4,0
Total,944.0,445.0,1295.0,781.0,55.0,3520,3520.0,26.81818181818182,12.642045454545455,36.78977272727273,22.1875,1.5625,178.0,3535.0,83.0,1031.142857142857,1150.2,2017-10-06,2017-10-06,2017,10,6,4,0
Total,945.0,451.0,1279.0,780.0,53.0,3508,3508.0,26.93842645381984,12.856328392246294,36.45952109464082,22.234891676168758,1.5108323831242874,3520.0,178.0,84.0,1506.857142857143,1264.3333333333333,2017-10-07,2017-10-07,2017,10,7,5,1
Hydro,198.0,96.0,26.0,78.0,23.0,420,421.0,47.14285714285714,22.857142857142858,6.190476190476191,18.571428571428573,5.476190476190476,3508.0,2651.0,132.0,1188.142857142857,1273.9333333333334,2017-10-07,2017-10-07,2017,10,7,5,1
Thermal (Coal & Lignite),639.0,354.0,1123.0,548.0,5.0,2669,2669.0,23.941551142750093,13.263394529786437,42.07568377669539,20.53203446983889,0.18733608092918697,420.0,430.0,191.0,1508.0,1356.5333333333333,2017-10-07,2017-10-07,2017,10,7,5,1
"Gas, Naptha & Diesel",62.0,0.0,67.0,17.0,25.0,171,171.0,36.25730994152047,0.0,39.1812865497076,9.941520467836257,14.619883040935672,2669.0,89.0,2435.0,1519.7142857142858,1281.0666666666666,2017-10-07,2017-10-07,2017,10,7,5,1
"RES (Wind, Solar, Biomass & Others)",14.0,1.0,48.0,95.0,0.0,158,158.0,8.860759493670885,0.6329113924050633,30.37974683544304,60.12658227848101,0.0,171.0,172.0,3274.0,1517.7142857142858,1177.2,2017-10-07,2017-10-07,2017,10,7,5,1
Nuclear,33.0,0.0,15.0,41.0,0.0,89,89.0,37.07865168539326,0.0,16.853932584269664,46.06741573033708,0.0,158.0,178.0,431.0,1505.0,1165.8,2017-10-07,2017-10-07,2017,10,7,5,1
Total,928.0,447.0,1311.0,752.0,51.0,3489,3489.0,26.59787904843795,12.811693895098882,37.57523645743766,21.55345371166523,1.4617368873602752,89.0,3520.0,177.0,1500.5714285714287,1276.2,2017-10-08,2017-10-08,2017,10,8,6,1
"RES (Wind, Solar, Biomass & Others)",11.0,1.0,37.0,122.0,0.0,171,171.0,6.432748538011696,0.5847953216374269,21.637426900584796,71.34502923976608,0.0,3489.0,3508.0,3423.0,1023.8571428571429,1167.8,2017-10-08,2017-10-08,2017,10,8,6,1
"Gas, Naptha & Diesel",61.0,0.0,70.0,16.0,25.0,173,172.0,35.26011560693642,0.0,40.46242774566474,9.248554913294797,14.450867052023122,171.0,420.0,86.0,988.5714285714286,1170.7,2017-10-08,2017-10-08,2017,10,8,6,1
Nuclear,33.0,0.0,15.0,42.0,0.0,89,90.0,37.07865168539326,0.0,16.853932584269664,47.19101123595505,0.0,173.0,2669.0,471.0,620.0,1157.9666666666667,2017-10-08,2017-10-08,2017,10,8,6,1
Thermal (Coal & Lignite),622.0,353.0,1173.0,497.0,5.0,2650,2650.0,23.471698113207548,13.320754716981131,44.264150943396224,18.754716981132074,0.18867924528301888,89.0,171.0,2539.0,974.1428571428571,1161.6666666666667,2017-10-08,2017-10-08,2017,10,8,6,1
Hydro,201.0,93.0,16.0,75.0,22.0,406,407.0,49.50738916256158,22.906403940886698,3.9408866995073892,18.472906403940886,5.41871921182266,2650.0,158.0,150.0,1009.5714285714286,1170.2,2017-10-08,2017-10-08,2017,10,8,6,1
Total,921.0,464.0,1224.0,801.0,51.0,3461,3461.0,26.610806125397286,13.406529904651835,35.365501300202254,23.143600115573534,1.473562554175094,406.0,89.0,2585.0,1491.2857142857142,1199.4,2017-10-09,2017-10-09,2017,10,9,0,0
"RES (Wind, Solar, Biomass & Others)",11.0,8.0,37.0,122.0,0.0,179,178.0,6.145251396648044,4.4692737430167595,20.670391061452513,68.15642458100558,0.0,3461.0,3489.0,482.0,1018.4285714285714,1189.3,2017-10-09,2017-10-09,2017,10,9,0,0
"Gas, Naptha & Diesel",63.0,0.0,70.0,17.0,25.0,175,175.0,36.0,0.0,40.0,9.714285714285714,14.285714285714285,179.0,171.0,168.0,1019.0,1189.5333333333333,2017-10-09,2017-10-09,2017,10,9,0,0
Hydro,196.0,88.0,21.0,99.0,22.0,425,426.0,46.11764705882353,20.705882352941178,4.941176470588235,23.294117647058822,5.176470588235294,175.0,173.0,87.0,1055.0,1200.8,2017-10-09,2017-10-09,2017,10,9,0,0
Thermal (Coal & Lignite),618.0,367.0,1081.0,522.0,4.0,2592,2592.0,23.84259259259259,14.15895061728395,41.70524691358025,20.13888888888889,0.15432098765432098,425.0,89.0,3501.0,1412.5714285714287,1170.5,2017-10-09,2017-10-09,2017,10,9,0,0
Nuclear,33.0,0.0,15.0,41.0,0.0,89,89.0,37.07865168539326,0.0,16.853932584269664,46.06741573033708,0.0,2592.0,2650.0,179.0,1046.7142857142858,1167.5,2017-10-09,2017-10-09,2017,10,9,0,0
Nuclear,33.0,0.0,15.0,41.0,0.0,89,89.0,37.07865168539326,0.0,16.853932584269664,46.06741573033708,0.0,89.0,406.0,148.0,1001.4285714285714,1165.5333333333333,2017-10-10,2017-10-10,2017,10,10,1,0
Hydro,193.0,92.0,20.0,116.0,23.0,444,444.0,43.468468468468465,20.72072072072072,4.504504504504505,26.126126126126124,5.18018018018018,89.0,3461.0,90.0,570.4285714285714,1177.3333333333333,2017-10-10,2017-10-10,2017,10,10,1,0
Thermal (Coal & Lignite),614.0,370.0,1090.0,531.0,5.0,2610,2610.0,23.524904214559385,14.17624521072797,41.7624521072797,20.344827586206897,0.19157088122605362,444.0,179.0,2663.0,917.7142857142857,1175.5666666666666,2017-10-10,2017-10-10,2017,10,10,1,0
"RES (Wind, Solar, Biomass & Others)",14.0,1.0,37.0,101.0,0.0,153,153.0,9.15032679738562,0.6535947712418301,24.18300653594771,66.01307189542483,0.0,2610.0,175.0,457.0,914.5714285714286,1165.4333333333334,2017-10-10,2017-10-10,2017,10,10,1,0
"Gas, Naptha & Diesel",63.0,0.0,69.0,17.0,25.0,174,174.0,36.206896551724135,0.0,39.6551724137931,9.770114942528735,14.367816091954023,153.0,425.0,3535.0,878.7142857142857,1053.4,2017-10-10,2017-10-10,2017,10,10,1,0
Total,917.0,463.0,1231.0,805.0,53.0,3470,3469.0,26.426512968299708,13.342939481268012,35.47550432276657,23.19884726224784,1.527377521613833,174.0,2592.0,178.0,1004.1428571428571,1163.1333333333334,2017-10-10,2017-10-10,2017,10,10,1,0
Total,901.0,461.0,1230.0,804.0,52.0,3448,3448.0,26.13109048723898,13.370069605568446,35.672853828306266,23.317865429234338,1.5081206496519721,3470.0,89.0,2651.0,1484.0,1189.7,2017-10-11,2017-10-11,2017,10,11,2,0
"RES (Wind, Solar, Biomass & Others)",11.0,1.0,31.0,96.0,0.0,138,139.0,7.971014492753622,0.7246376811594203,22.463768115942027,69.56521739130434,0.0,3448.0,89.0,430.0,1491.0,1179.9666666666667,2017-10-11,2017-10-11,2017,10,11,2,0
Nuclear,33.0,0.0,15.0,42.0,0.0,89,90.0,37.07865168539326,0.0,16.853932584269664,47.19101123595505,0.0,138.0,444.0,89.0,1440.2857142857142,1179.9666666666667,2017-10-11,2017-10-11,2017,10,11,2,0
"Gas, Naptha & Diesel",61.0,0.0,61.0,16.0,25.0,163,163.0,37.423312883435585,0.0,37.423312883435585,9.815950920245399,15.337423312883436,89.0,2610.0,172.0,1090.7142857142858,1179.6666666666667,2017-10-11,2017-10-11,2017,10,11,2,0
Thermal (Coal & Lignite),611.0,361.0,1104.0,543.0,5.0,2625,2624.0,23.276190476190475,13.752380952380951,42.05714285714286,20.685714285714283,0.19047619047619047,163.0,153.0,178.0,1443.857142857143,1261.2333333333333,2017-10-11,2017-10-11,2017,10,11,2,0
Hydro,186.0,99.0,19.0,106.0,23.0,433,433.0,42.956120092378754,22.863741339491916,4.387990762124711,24.480369515011546,5.311778290993072,2625.0,174.0,3520.0,1480.857142857143,1158.3333333333333,2017-10-11,2017-10-11,2017,10,11,2,0
Total,877.0,470.0,1244.0,799.0,50.0,3439,3440.0,25.501599302122713,13.666763594068044,36.17330619366095,23.233498109915672,1.4539110206455363,433.0,3470.0,3508.0,1476.4285714285713,1156.0333333333333,2017-10-12,2017-10-12,2017,10,12,3,0
"RES (Wind, Solar, Biomass & Others)",9.0,2.0,16.0,82.0,0.0,109,109.0,8.256880733944955,1.834862385321101,14.678899082568808,75.22935779816514,0.0,3439.0,3448.0,420.0,999.4285714285714,1145.6666666666667,2017-10-12,2017-10-12,2017,10,12,3,0
"Gas, Naptha & Diesel",63.0,0.0,66.0,17.0,25.0,171,171.0,36.84210526315789,0.0,38.59649122807017,9.941520467836257,14.619883040935672,109.0,138.0,2669.0,1004.1428571428571,1062.4,2017-10-12,2017-10-12,2017,10,12,3,0
Thermal (Coal & Lignite),594.0,369.0,1125.0,552.0,4.0,2644,2644.0,22.465960665658095,13.956127080181544,42.549167927382754,20.87745839636914,0.15128593040847202,171.0,89.0,171.0,1369.142857142857,1144.8333333333333,2017-10-12,2017-10-12,2017,10,12,3,0
Hydro,179.0,99.0,21.0,106.0,21.0,426,426.0,42.01877934272301,23.239436619718308,4.929577464788732,24.88262910798122,4.929577464788732,2644.0,163.0,158.0,1406.7142857142858,1153.7666666666667,2017-10-12,2017-10-12,2017,10,12,3,0
Nuclear,32.0,0.0,16.0,41.0,0.0,89,89.0,35.95505617977528,0.0,17.97752808988764,46.06741573033708,0.0,426.0,2625.0,89.0,1044.4285714285713,1153.7666666666667,2017-10-12,2017-10-12,2017,10,12,3,0
Total,872.0,454.0,1260.0,802.0,51.0,3440,3439.0,25.348837209302328,13.197674418604652,36.627906976744185,23.313953488372093,1.4825581395348837,89.0,433.0,3489.0,1474.0,1152.1333333333334,2017-10-13,2017-10-13,2017,10,13,4,0
Thermal (Coal & Lignite),585.0,355.0,1130.0,541.0,5.0,2616,2616.0,22.362385321100916,13.57033639143731,43.19571865443425,20.680428134556575,0.191131498470948,3440.0,3439.0,171.0,1356.4285714285713,1233.6333333333334,2017-10-13,2017-10-13,2017,10,13,4,0
"Gas, Naptha & Diesel",65.0,0.0,74.0,17.0,24.0,180,180.0,36.11111111111111,0.0,41.11111111111111,9.444444444444445,13.333333333333334,2616.0,109.0,173.0,1366.5714285714287,1233.8666666666666,2017-10-13,2017-10-13,2017,10,13,4,0
"RES (Wind, Solar, Biomass & Others)",11.0,2.0,18.0,94.0,0.0,125,125.0,8.799999999999999,1.6,14.399999999999999,75.2,0.0,180.0,171.0,89.0,1360.0,1235.0666666666666,2017-10-13,2017-10-13,2017,10,13,4,0
Nuclear,32.0,0.0,16.0,42.0,0.0,90,90.0,35.55555555555556,0.0,17.77777777777778,46.666666666666664,0.0,125.0,2644.0,2650.0,995.1428571428571,1149.7333333333333,2017-10-13,2017-10-13,2017,10,13,4,0
Hydro,178.0,98.0,22.0,109.0,22.0,428,429.0,41.58878504672897,22.897196261682243,5.14018691588785,25.46728971962617,5.14018691588785,90.0,426.0,406.0,995.4285714285714,1150.4666666666667,2017-10-13,2017-10-13,2017,10,13,4,0
"Gas, Naptha & Diesel",57.0,0.0,63.0,17.0,24.0,162,161.0,35.18518518518518,0.0,38.88888888888889,10.493827160493826,14.814814814814813,428.0,89.0,3461.0,1005.8571428571429,1040.5,2017-10-14,2017-10-14,2017,10,14,5,1
Thermal (Coal & Lignite),586.0,366.0,1127.0,518.0,5.0,2602,2602.0,22.521137586471944,14.066102997694083,43.31283627978478,19.907763259031512,0.1921598770176787,162.0,3440.0,179.0,886.1428571428571,1121.2666666666667,2017-10-14,2017-10-14,2017,10,14,5,1
Hydro,169.0,95.0,20.0,98.0,22.0,405,404.0,41.7283950617284,23.456790123456788,4.938271604938271,24.19753086419753,5.432098765432099,2602.0,2616.0,175.0,570.2857142857143,1128.9333333333334,2017-10-14,2017-10-14,2017,10,14,5,1
Nuclear,32.0,0.0,16.0,42.0,0.0,90,90.0,35.55555555555556,0.0,17.77777777777778,46.666666666666664,0.0,405.0,180.0,425.0,557.4285714285714,1117.7666666666667,2017-10-14,2017-10-14,2017,10,14,5,1
Total,863.0,462.0,1251.0,796.0,52.0,3424,3424.0,25.204439252336446,13.492990654205608,36.53621495327103,23.24766355140187,1.5186915887850467,90.0,125.0,2592.0,1028.7142857142858,1145.5,2017-10-14,2017-10-14,2017,10,14,5,1
"RES (Wind, Solar, Biomass & Others)",19.0,1.0,25.0,121.0,0.0,165,166.0,11.515151515151516,0.6060606060606061,15.151515151515152,73.33333333333333,0.0,3424.0,90.0,89.0,1039.4285714285713,1148.0333333333333,2017-10-14,2017-10-14,2017,10,14,5,1
Total,826.0,455.0,1242.0,747.0,54.0,3324,3324.0,24.849578820697953,13.688327316486163,37.36462093862816,22.47292418772563,1.6245487364620936,165.0,428.0,89.0,1453.142857142857,1255.8666666666666,2017-10-15,2017-10-15,2017,10,15,6,1
"Gas, Naptha & Diesel",46.0,0.0,60.0,17.0,26.0,148,149.0,31.08108108108108,0.0,40.54054054054054,11.486486486486488,17.56756756756757,3324.0,162.0,444.0,1451.142857142857,1246.0,2017-10-15,2017-10-15,2017,10,15,6,1
Thermal (Coal & Lignite),566.0,359.0,1119.0,448.0,4.0,2495,2496.0,22.685370741482966,14.388777555110222,44.8496993987976,17.955911823647295,0.16032064128256512,148.0,2602.0,2610.0,1435.857142857143,1242.1666666666667,2017-10-15,2017-10-15,2017,10,15,6,1
